ticket_id,created_at,customer_id,customer_segment,channel,product_area,issue_type,priority,status,sla_plan,initial_message,agent_first_reply,resolution_summary,resolution_time_hours,reopened,customer_sentiment,csat_score,has_attachment,platform,region
TCKT_007048,2022-02-03T09:04:36,CUST_01535,education,email,notifications,other,medium,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,36.91,0,neutral,0,1,web,LATAM
TCKT_007049,2025-07-18T02:16:33,CUST_07800,enterprise,web_form,notifications,other,high,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,21.19,0,neutral,3,1,desktop_app,EU
TCKT_007050,2022-04-10T02:03:08,CUST_00930,individual,email,data_export,billing_problem,medium,resolved,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,8.97,0,very_negative,2,1,android,NA
TCKT_007051,2025-09-26T20:43:59,CUST_02468,non_profit,web_form,analytics_dashboard,other,high,resolved,gold,I have a general question about my account.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,1.93,0,negative,3,1,android,APAC
TCKT_007052,2022-09-12T06:05:16,CUST_05725,enterprise,web_form,billing,security_concern,low,resolved,gold,There seems to be a vulnerability in the billing functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",65.33,0,negative,3,1,ios,APAC
TCKT_007053,2023-02-17T21:22:23,CUST_03650,enterprise,web_form,api_integration,security_concern,high,resolved,platinum,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",3.11,1,negative,3,0,ios,MEA
TCKT_007054,2023-04-04T03:44:18,CUST_00050,non_profit,chat,mobile_app,account_access,low,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,17.43,0,very_positive,5,1,api_client,EU
TCKT_007055,2023-08-06T03:31:40,CUST_06451,small_business,in_app,notifications,how_to,low,in_progress,standard,How can I export my data from the notifications section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,android,LATAM
TCKT_007056,2022-07-24T22:20:12,CUST_05136,small_business,phone_transcript,data_export,account_access,low,resolved,platinum,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Reset account credentials and confirmed successful login.,47.83,0,positive,4,0,api_client,EU
TCKT_007057,2022-02-14T06:23:13,CUST_02869,non_profit,web_form,data_export,performance,medium,open,standard,Queries in the data export module are timing out.,We understand performance issues can be frustrating. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,web,APAC
TCKT_007058,2024-09-13T04:19:44,CUST_09150,enterprise,in_app,api_integration,account_access,high,resolved,standard,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,18.83,0,positive,4,0,web,MEA
TCKT_007059,2023-12-03T02:58:40,CUST_02574,enterprise,web_form,mobile_app,account_access,low,closed_no_action,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,93.3,0,very_negative,0,0,android,MEA
TCKT_007060,2023-07-31T13:59:48,CUST_09765,small_business,phone_transcript,api_integration,other,low,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,46.9,0,positive,0,1,web,LATAM
TCKT_007061,2025-05-13T03:32:49,CUST_08539,small_business,web_form,analytics_dashboard,other,low,closed_no_action,gold,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,82.14,0,very_negative,2,0,ios,MEA
TCKT_007062,2022-04-29T21:56:33,CUST_05637,education,chat,analytics_dashboard,bug,low,in_progress,gold,I am seeing an error message when I click on analytics dashboard.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,android,APAC
TCKT_007063,2024-09-07T01:04:58,CUST_06880,small_business,phone_transcript,billing,how_to,low,closed_no_action,platinum,Can you explain how to configure billing properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,220,0,negative,3,0,desktop_app,NA
TCKT_007064,2022-02-10T11:48:04,CUST_00084,education,chat,notifications,other,low,resolved,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,45.93,0,neutral,4,0,desktop_app,LATAM
TCKT_007065,2022-03-15T09:09:52,CUST_05253,education,web_form,analytics_dashboard,security_concern,high,resolved,platinum,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",3.21,0,negative,2,1,api_client,NA
TCKT_007066,2024-04-05T03:48:49,CUST_05314,non_profit,email,api_integration,billing_problem,low,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,54.06,0,positive,0,0,android,LATAM
TCKT_007067,2022-12-23T19:58:17,CUST_04013,enterprise,chat,mobile_app,billing_problem,low,open,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,0,desktop_app,LATAM
TCKT_007068,2022-01-04T17:17:15,CUST_09619,non_profit,web_form,notifications,bug,low,open,standard,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,0,ios,LATAM
TCKT_007069,2025-01-27T12:16:11,CUST_07887,education,phone_transcript,api_integration,how_to,medium,in_progress,standard,How can I export my data from the api integration section?,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,1,positive,4,0,ios,LATAM
TCKT_007070,2025-01-03T06:24:21,CUST_07616,small_business,in_app,data_export,security_concern,medium,resolved,gold,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",28.6,0,negative,2,0,web,APAC
TCKT_007071,2025-11-15T02:04:03,CUST_06776,enterprise,web_form,analytics_dashboard,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,47.66,0,positive,4,0,ios,NA
TCKT_007072,2025-08-09T08:15:03,CUST_03964,enterprise,web_form,notifications,other,urgent,resolved,gold,I have a general question about my account.,Thanks for contacting support. This has been escalated to our on-call team for immediate attention.,Provided general guidance and confirmed the issue was resolved.,4.07,0,negative,0,0,android,APAC
TCKT_007073,2024-09-24T14:11:36,CUST_00536,individual,email,mobile_app,performance,low,closed_no_action,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,52.98,0,very_negative,0,0,ios,MEA
TCKT_007074,2023-03-12T04:24:42,CUST_05589,enterprise,email,data_export,performance,high,on_hold,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,1,ios,EU
TCKT_007075,2025-05-28T21:02:53,CUST_04020,enterprise,web_form,data_export,billing_problem,low,in_progress,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,ios,APAC
TCKT_007076,2024-02-24T10:12:00,CUST_06949,non_profit,phone_transcript,mobile_app,performance,low,on_hold,platinum,Queries in the mobile app module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,1,ios,LATAM
TCKT_007077,2024-08-19T09:51:40,CUST_06942,education,web_form,login_auth,billing_problem,medium,resolved,standard,My invoice amount is incorrect compared to the plan I selected.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,Adjusted the invoice and issued a refund where applicable.,35.26,0,negative,3,0,ios,EU
TCKT_007078,2025-09-30T22:41:19,CUST_08907,individual,phone_transcript,billing,performance,high,resolved,standard,The billing page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,21.8,0,negative,2,0,web,LATAM
TCKT_007079,2022-08-02T11:28:22,CUST_07881,small_business,web_form,data_export,other,medium,in_progress,standard,I have a general question about my account.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,api_client,EU
TCKT_007080,2025-10-31T07:32:07,CUST_03663,education,web_form,api_integration,performance,low,on_hold,standard,Queries in the api integration module are timing out.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,api_client,MEA
TCKT_007081,2022-05-29T08:05:37,CUST_01610,education,email,data_export,account_access,low,open,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,1,desktop_app,LATAM
TCKT_007082,2025-06-08T16:26:07,CUST_02633,individual,chat,analytics_dashboard,security_concern,medium,in_progress,standard,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,1,api_client,NA
TCKT_007083,2024-08-18T02:01:08,CUST_09626,small_business,web_form,analytics_dashboard,account_access,low,in_progress,standard,My 2FA code is not working when I try to sign in.,Sorry to hear you're having trouble accessing your account. We will look into this and get back to you within the next 48 hours.,,,0,negative,0,0,api_client,EU
TCKT_007084,2022-06-17T09:03:27,CUST_03921,non_profit,phone_transcript,login_auth,performance,high,resolved,gold,The login auth page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,15.39,0,neutral,4,0,web,LATAM
TCKT_007085,2025-10-18T00:59:41,CUST_02387,non_profit,web_form,notifications,how_to,high,in_progress,standard,I need help setting up notifications for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,negative,3,0,ios,EU
TCKT_007086,2023-02-24T04:24:53,CUST_08672,education,web_form,notifications,other,high,in_progress,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,1,api_client,APAC
TCKT_007087,2023-07-07T19:37:05,CUST_05178,small_business,phone_transcript,analytics_dashboard,how_to,medium,resolved,standard,I need help setting up analytics dashboard for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,35.95,0,neutral,0,0,ios,MEA
TCKT_007088,2025-03-22T08:11:50,CUST_07148,individual,in_app,billing,security_concern,high,open,platinum,I noticed a suspicious login on my account.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_positive,0,0,desktop_app,MEA
TCKT_007089,2022-03-28T10:53:54,CUST_04009,enterprise,email,notifications,other,low,resolved,standard,I have a general question about my account.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,35.51,0,neutral,4,0,ios,MEA
TCKT_007090,2025-06-21T13:05:27,CUST_04637,small_business,phone_transcript,billing,how_to,medium,resolved,gold,I need help setting up billing for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,Provided step-by-step instructions and relevant documentation.,40.94,0,negative,2,1,api_client,NA
TCKT_007091,2022-02-21T03:47:59,CUST_04119,enterprise,web_form,api_integration,other,high,resolved,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We are prioritizing this and will update you as soon as possible.,Provided general guidance and confirmed the issue was resolved.,2.73,0,positive,4,0,web,LATAM
TCKT_007092,2024-01-26T08:05:01,CUST_03455,non_profit,in_app,login_auth,billing_problem,medium,on_hold,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,0,desktop_app,NA
TCKT_007093,2022-01-29T02:00:26,CUST_01945,individual,in_app,billing,billing_problem,low,resolved,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Adjusted the invoice and issued a refund where applicable.,16.19,0,positive,4,0,ios,MEA
TCKT_007094,2024-08-18T22:58:34,CUST_01334,individual,chat,login_auth,other,low,on_hold,standard,"Something seems off, can you please check my workspace?",Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,,,0,positive,5,1,android,EU
TCKT_007095,2024-05-03T17:50:50,CUST_05182,education,in_app,notifications,feature_request,low,in_progress,standard,Can you add an option to customize notifications?,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,positive,0,0,api_client,APAC
TCKT_007096,2023-09-03T01:06:46,CUST_00446,individual,in_app,billing,how_to,low,open,gold,Can you explain how to configure billing properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,desktop_app,MEA
TCKT_007097,2024-03-27T18:37:21,CUST_06832,enterprise,in_app,api_integration,how_to,low,resolved,standard,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,68.04,1,negative,0,1,android,MEA
TCKT_007098,2022-02-20T05:38:16,CUST_07015,enterprise,web_form,mobile_app,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the mobile app section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,35.52,0,negative,2,0,web,NA
TCKT_007099,2025-06-10T14:14:40,CUST_03179,non_profit,chat,api_integration,other,medium,resolved,platinum,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,Provided general guidance and confirmed the issue was resolved.,27.65,0,very_negative,1,0,web,APAC
TCKT_007100,2024-02-29T07:16:39,CUST_04795,education,phone_transcript,api_integration,performance,high,resolved,standard,The api integration page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Optimized queries and increased resource allocation.,1.42,0,negative,2,0,web,EU
TCKT_007101,2025-04-02T14:49:05,CUST_03990,individual,chat,notifications,billing_problem,low,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,0,1,web,APAC
TCKT_007102,2024-01-26T12:16:25,CUST_08512,non_profit,web_form,analytics_dashboard,security_concern,high,resolved,standard,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,"Investigated logs, mitigated the issue, and updated security settings.",2.54,0,neutral,4,0,api_client,APAC
TCKT_007103,2023-08-23T02:37:26,CUST_08152,small_business,chat,api_integration,account_access,medium,resolved,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,30.67,0,negative,0,0,api_client,EU
TCKT_007104,2022-05-09T00:07:49,CUST_00809,education,phone_transcript,notifications,account_access,medium,open,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,1,api_client,MEA
TCKT_007105,2024-04-04T12:37:35,CUST_00420,enterprise,web_form,login_auth,other,low,resolved,gold,I need help but I'm not sure which category this fits in.,Thanks for contacting support. We will look into this and get back to you within the next 48 hours.,Provided general guidance and confirmed the issue was resolved.,53.73,0,very_positive,5,0,desktop_app,EU
TCKT_007106,2025-06-22T08:11:03,CUST_04297,enterprise,in_app,data_export,performance,low,in_progress,standard,The data export page is very slow and takes a long time to load.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,1,android,NA
TCKT_007107,2022-07-07T03:57:59,CUST_00452,small_business,web_form,analytics_dashboard,feature_request,low,in_progress,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,1,web,LATAM
TCKT_007108,2023-08-09T23:39:15,CUST_08906,non_profit,chat,notifications,how_to,medium,on_hold,standard,I need help setting up notifications for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,5,0,android,APAC
TCKT_007109,2024-10-04T06:13:16,CUST_02594,individual,phone_transcript,mobile_app,billing_problem,medium,on_hold,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,1,1,desktop_app,LATAM
TCKT_007110,2023-05-28T00:57:37,CUST_06308,non_profit,in_app,login_auth,account_access,high,in_progress,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,neutral,3,0,ios,MEA
TCKT_007111,2023-07-01T16:12:17,CUST_02461,small_business,web_form,login_auth,security_concern,low,on_hold,standard,There seems to be a vulnerability in the login auth functionality.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,negative,3,0,desktop_app,LATAM
TCKT_007112,2024-03-24T08:08:22,CUST_09175,non_profit,chat,data_export,account_access,high,resolved,gold,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,14.64,0,negative,0,0,web,EU
TCKT_007113,2023-11-27T08:53:02,CUST_00926,non_profit,web_form,analytics_dashboard,feature_request,low,resolved,standard,Our team needs more advanced options for analytics dashboard.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,63.56,0,positive,4,0,desktop_app,LATAM
TCKT_007114,2024-07-03T16:05:12,CUST_03541,enterprise,web_form,notifications,security_concern,medium,in_progress,standard,There seems to be a vulnerability in the notifications functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,3,0,web,NA
TCKT_007115,2024-01-09T17:05:00,CUST_05689,enterprise,email,analytics_dashboard,security_concern,medium,resolved,gold,There seems to be a vulnerability in the analytics dashboard functionality.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",11.04,0,negative,2,1,android,MEA
TCKT_007116,2024-04-24T11:49:06,CUST_04905,education,in_app,notifications,security_concern,high,in_progress,standard,We need details about your data encryption and compliance.,We take security very seriously. We are prioritizing this and will update you as soon as possible.,,,0,very_negative,0,0,android,APAC
TCKT_007117,2022-10-09T02:12:52,CUST_06482,individual,phone_transcript,analytics_dashboard,billing_problem,low,closed_no_action,standard,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,Ticket closed without further action after no response from the customer.,25.4,0,very_negative,2,0,api_client,NA
TCKT_007118,2025-02-23T21:56:02,CUST_02779,small_business,email,mobile_app,bug,medium,in_progress,standard,I am seeing an error message when I click on mobile app.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,5,0,web,NA
TCKT_007119,2025-02-11T15:51:50,CUST_00463,education,email,api_integration,how_to,low,in_progress,standard,How can I export my data from the api integration section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,0,api_client,APAC
TCKT_007120,2024-05-16T13:40:59,CUST_06660,small_business,chat,analytics_dashboard,bug,low,on_hold,standard,The page keeps crashing whenever I try to open the analytics dashboard section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,4,0,desktop_app,APAC
TCKT_007121,2023-12-08T13:56:30,CUST_01654,education,in_app,billing,account_access,medium,in_progress,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,positive,4,0,desktop_app,EU
TCKT_007122,2024-10-16T17:25:14,CUST_07199,enterprise,phone_transcript,billing,how_to,low,on_hold,gold,Can you explain how to configure billing properly?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,,,0,very_positive,5,1,android,APAC
TCKT_007123,2025-09-08T18:57:58,CUST_01059,small_business,email,data_export,how_to,low,resolved,standard,How can I export my data from the data export section?,Happy to help with your question. We will look into this and get back to you within the next 48 hours.,Provided step-by-step instructions and relevant documentation.,11.98,0,neutral,4,0,web,APAC
TCKT_007124,2023-10-18T07:24:27,CUST_02576,non_profit,phone_transcript,mobile_app,security_concern,medium,resolved,standard,We need details about your data encryption and compliance.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",39.38,0,very_negative,2,0,android,NA
TCKT_007125,2023-12-10T03:28:45,CUST_06808,small_business,web_form,billing,bug,medium,in_progress,standard,The billing feature is not saving my changes.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,4,0,web,LATAM
TCKT_007126,2025-01-10T15:27:52,CUST_07247,enterprise,in_app,login_auth,how_to,medium,on_hold,standard,I need help setting up login auth for my team.,Happy to help with your question. Our team is reviewing this and will follow up within 24 hours.,,,0,neutral,0,0,ios,LATAM
TCKT_007127,2023-12-26T11:15:53,CUST_09313,individual,web_form,login_auth,bug,low,on_hold,standard,The page keeps crashing whenever I try to open the login auth section.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,1,web,LATAM
TCKT_007128,2025-08-09T07:21:06,CUST_02057,small_business,web_form,login_auth,billing_problem,medium,in_progress,gold,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. Our team is reviewing this and will follow up within 24 hours.,,,0,negative,0,0,desktop_app,NA
TCKT_007129,2024-02-19T17:40:53,CUST_02388,individual,email,billing,account_access,high,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,Reset account credentials and confirmed successful login.,19.31,0,very_negative,2,1,android,LATAM
TCKT_007130,2025-12-26T05:31:52,CUST_07030,small_business,email,notifications,feature_request,low,resolved,platinum,It would be great to have notifications support in your product.,Thanks for your feature suggestion. We will look into this and get back to you within the next 48 hours.,Captured the request and added it to the product backlog.,13.53,0,neutral,0,0,ios,NA
TCKT_007131,2022-06-06T10:41:36,CUST_09077,individual,web_form,billing,billing_problem,low,in_progress,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,neutral,3,1,desktop_app,APAC
TCKT_007132,2022-02-03T19:36:02,CUST_00413,enterprise,in_app,analytics_dashboard,security_concern,medium,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. Our team is reviewing this and will follow up within 24 hours.,"Investigated logs, mitigated the issue, and updated security settings.",33.2,0,very_negative,1,0,android,APAC
TCKT_007133,2023-06-30T12:41:02,CUST_07452,individual,phone_transcript,login_auth,performance,high,closed_no_action,standard,Queries in the login auth module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,198.77,0,neutral,3,0,web,APAC
TCKT_007134,2024-02-06T20:21:12,CUST_06226,education,email,billing,bug,medium,resolved,standard,The page keeps crashing whenever I try to open the billing section.,Thanks for reporting this bug. Our team is reviewing this and will follow up within 24 hours.,Patched the bug and deployed a fix to production.,22.09,0,neutral,3,0,ios,APAC
TCKT_007135,2025-01-25T19:56:52,CUST_01121,individual,email,mobile_app,billing_problem,low,open,gold,I was charged twice for my subscription this month.,Thanks for reaching out about the billing issue. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,web,MEA
TCKT_007136,2025-06-17T05:13:56,CUST_07349,enterprise,in_app,notifications,security_concern,low,on_hold,gold,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,,,0,very_negative,1,0,android,LATAM
TCKT_007137,2025-08-01T06:48:36,CUST_09835,education,in_app,notifications,billing_problem,high,resolved,standard,I downgraded my plan but I am still being billed for the higher tier.,Thanks for reaching out about the billing issue. We are prioritizing this and will update you as soon as possible.,Adjusted the invoice and issued a refund where applicable.,7.31,0,neutral,3,0,ios,LATAM
TCKT_007138,2022-02-10T03:57:28,CUST_05840,education,in_app,analytics_dashboard,security_concern,low,resolved,standard,I noticed a suspicious login on my account.,We take security very seriously. We will look into this and get back to you within the next 48 hours.,"Investigated logs, mitigated the issue, and updated security settings.",13.02,0,neutral,0,0,ios,APAC
TCKT_007139,2023-07-28T22:08:02,CUST_04031,non_profit,phone_transcript,analytics_dashboard,feature_request,high,resolved,standard,Can you add an option to customize analytics dashboard?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,Captured the request and added it to the product backlog.,20.62,0,positive,5,0,desktop_app,APAC
TCKT_007140,2022-02-26T09:42:08,CUST_05356,individual,phone_transcript,login_auth,feature_request,high,on_hold,standard,Can you add an option to customize login auth?,Thanks for your feature suggestion. We are prioritizing this and will update you as soon as possible.,,,0,neutral,4,0,desktop_app,APAC
TCKT_007141,2025-07-08T23:06:30,CUST_04553,individual,web_form,api_integration,account_access,medium,resolved,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,Reset account credentials and confirmed successful login.,37.52,0,neutral,3,0,api_client,LATAM
TCKT_007142,2024-03-28T04:26:26,CUST_06748,individual,web_form,mobile_app,account_access,medium,in_progress,gold,I cannot log in; the system says my password is incorrect.,Sorry to hear you're having trouble accessing your account. Our team is reviewing this and will follow up within 24 hours.,,,0,very_negative,2,0,api_client,EU
TCKT_007143,2024-11-21T17:58:18,CUST_01654,education,web_form,billing,how_to,high,on_hold,gold,I need help setting up billing for my team.,Happy to help with your question. We are prioritizing this and will update you as soon as possible.,,,0,positive,0,0,api_client,MEA
TCKT_007144,2022-03-10T04:54:49,CUST_06333,individual,web_form,billing,performance,high,closed_no_action,standard,Queries in the billing module are timing out.,We understand performance issues can be frustrating. We are prioritizing this and will update you as soon as possible.,Ticket closed without further action after no response from the customer.,104.71,0,positive,5,0,web,NA
TCKT_007145,2023-04-23T01:40:22,CUST_09204,non_profit,web_form,data_export,performance,low,resolved,standard,Overall performance has degraded in the last few days.,We understand performance issues can be frustrating. We will look into this and get back to you within the next 48 hours.,Optimized queries and increased resource allocation.,47.72,0,negative,0,0,desktop_app,NA
TCKT_007146,2023-03-15T02:19:39,CUST_09092,non_profit,chat,analytics_dashboard,other,medium,in_progress,standard,I need help but I'm not sure which category this fits in.,Thanks for contacting support. Our team is reviewing this and will follow up within 24 hours.,,,0,very_positive,0,1,api_client,LATAM
TCKT_007147,2022-03-29T22:36:22,CUST_09402,enterprise,email,mobile_app,account_access,high,in_progress,standard,My account was locked after multiple failed login attempts.,Sorry to hear you're having trouble accessing your account. We are prioritizing this and will update you as soon as possible.,,,0,positive,4,0,ios,NA
TCKT_007148,2023-03-26T08:58:17,CUST_06002,enterprise,phone_transcript,data_export,feature_request,medium,resolved,gold,Our team needs more advanced options for data export.,Thanks for your feature suggestion. Our team is reviewing this and will follow up within 24 hours.,Captured the request and added it to the product backlog.,11.94,0,neutral,4,0,ios,EU
TCKT_007149,2023-07-28T17:21:21,CUST_03871,education,web_form,notifications,bug,low,open,standard,The notifications feature is not saving my changes.,Thanks for reporting this bug. We will look into this and get back to you within the next 48 hours.,,,0,neutral,0,1,api_client,NA
